areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
nation,Northern Ireland,N92000002,2022-03-02,7,4363
nation,Northern Ireland,N92000002,2022-03-01,6,4356
nation,Northern Ireland,N92000002,2022-02-28,4,4350
nation,Northern Ireland,N92000002,2022-02-27,5,4346
nation,Northern Ireland,N92000002,2022-02-26,2,4341
nation,Northern Ireland,N92000002,2022-02-25,8,4339
nation,Northern Ireland,N92000002,2022-02-24,5,4331
nation,Northern Ireland,N92000002,2022-02-23,3,4326
nation,Northern Ireland,N92000002,2022-02-22,6,4323
nation,Northern Ireland,N92000002,2022-02-21,4,4317
nation,Northern Ireland,N92000002,2022-02-20,8,4313
nation,Northern Ireland,N92000002,2022-02-19,7,4305
nation,Northern Ireland,N92000002,2022-02-18,6,4298
nation,Northern Ireland,N92000002,2022-02-17,3,4292
nation,Northern Ireland,N92000002,2022-02-16,6,4289
nation,Northern Ireland,N92000002,2022-02-15,3,4283
nation,Northern Ireland,N92000002,2022-02-14,3,4280
nation,Northern Ireland,N92000002,2022-02-13,2,4277
nation,Northern Ireland,N92000002,2022-02-12,4,4275
nation,Northern Ireland,N92000002,2022-02-11,6,4271
nation,Northern Ireland,N92000002,2022-02-10,4,4265
nation,Northern Ireland,N92000002,2022-02-09,7,4261
nation,Northern Ireland,N92000002,2022-02-08,6,4254
nation,Northern Ireland,N92000002,2022-02-07,5,4248
nation,Northern Ireland,N92000002,2022-02-06,6,4243
nation,Northern Ireland,N92000002,2022-02-05,2,4237
nation,Northern Ireland,N92000002,2022-02-04,3,4235
nation,Northern Ireland,N92000002,2022-02-03,6,4232
nation,Northern Ireland,N92000002,2022-02-02,4,4226
nation,Northern Ireland,N92000002,2022-02-01,8,4222
nation,Northern Ireland,N92000002,2022-01-31,2,4214
nation,Northern Ireland,N92000002,2022-01-30,2,4212
nation,Northern Ireland,N92000002,2022-01-29,5,4210
nation,Northern Ireland,N92000002,2022-01-28,4,4205
nation,Northern Ireland,N92000002,2022-01-27,11,4201
nation,Northern Ireland,N92000002,2022-01-26,1,4190
nation,Northern Ireland,N92000002,2022-01-25,6,4189
nation,Northern Ireland,N92000002,2022-01-24,5,4183
nation,Northern Ireland,N92000002,2022-01-23,7,4178
nation,Northern Ireland,N92000002,2022-01-22,6,4171
nation,Northern Ireland,N92000002,2022-01-21,5,4165
nation,Northern Ireland,N92000002,2022-01-20,7,4160
nation,Northern Ireland,N92000002,2022-01-19,7,4153
nation,Northern Ireland,N92000002,2022-01-18,6,4146
nation,Northern Ireland,N92000002,2022-01-17,5,4140
nation,Northern Ireland,N92000002,2022-01-16,6,4135
nation,Northern Ireland,N92000002,2022-01-15,4,4129
nation,Northern Ireland,N92000002,2022-01-14,3,4125
nation,Northern Ireland,N92000002,2022-01-13,10,4122
nation,Northern Ireland,N92000002,2022-01-12,11,4112
nation,Northern Ireland,N92000002,2022-01-11,1,4101
nation,Northern Ireland,N92000002,2022-01-10,3,4100
nation,Northern Ireland,N92000002,2022-01-09,10,4097
nation,Northern Ireland,N92000002,2022-01-08,5,4087
nation,Northern Ireland,N92000002,2022-01-07,3,4082
nation,Northern Ireland,N92000002,2022-01-06,4,4079
nation,Northern Ireland,N92000002,2022-01-05,4,4075
nation,Northern Ireland,N92000002,2022-01-04,4,4071
nation,Northern Ireland,N92000002,2022-01-03,7,4067
nation,Northern Ireland,N92000002,2022-01-02,6,4060
nation,Northern Ireland,N92000002,2022-01-01,4,4054
nation,Northern Ireland,N92000002,2021-12-31,2,4050
nation,Northern Ireland,N92000002,2021-12-30,0,4048
nation,Northern Ireland,N92000002,2021-12-29,4,4048
nation,Northern Ireland,N92000002,2021-12-28,4,4044
nation,Northern Ireland,N92000002,2021-12-27,3,4040
nation,Northern Ireland,N92000002,2021-12-26,6,4037
nation,Northern Ireland,N92000002,2021-12-25,4,4031
nation,Northern Ireland,N92000002,2021-12-24,0,4027
nation,Northern Ireland,N92000002,2021-12-23,3,4027
nation,Northern Ireland,N92000002,2021-12-22,2,4024
nation,Northern Ireland,N92000002,2021-12-21,2,4022
nation,Northern Ireland,N92000002,2021-12-20,4,4020
nation,Northern Ireland,N92000002,2021-12-19,3,4016
nation,Northern Ireland,N92000002,2021-12-18,3,4013
nation,Northern Ireland,N92000002,2021-12-17,6,4010
nation,Northern Ireland,N92000002,2021-12-16,5,4004
nation,Northern Ireland,N92000002,2021-12-15,6,3999
nation,Northern Ireland,N92000002,2021-12-14,10,3993
nation,Northern Ireland,N92000002,2021-12-13,4,3983
nation,Northern Ireland,N92000002,2021-12-12,3,3979
nation,Northern Ireland,N92000002,2021-12-11,6,3976
nation,Northern Ireland,N92000002,2021-12-10,7,3970
nation,Northern Ireland,N92000002,2021-12-09,3,3963
nation,Northern Ireland,N92000002,2021-12-08,5,3960
nation,Northern Ireland,N92000002,2021-12-07,5,3955
nation,Northern Ireland,N92000002,2021-12-06,3,3950
