areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
nation,Scotland,S92000003,2021-11-01,29,11841
nation,Scotland,S92000003,2021-10-31,15,11812
nation,Scotland,S92000003,2021-10-30,18,11797
nation,Scotland,S92000003,2021-10-29,24,11779
nation,Scotland,S92000003,2021-10-28,23,11755
nation,Scotland,S92000003,2021-10-27,14,11732
nation,Scotland,S92000003,2021-10-26,23,11718
nation,Scotland,S92000003,2021-10-25,14,11695
nation,Scotland,S92000003,2021-10-24,26,11681
nation,Scotland,S92000003,2021-10-23,25,11655
nation,Scotland,S92000003,2021-10-22,18,11630
nation,Scotland,S92000003,2021-10-21,23,11612
nation,Scotland,S92000003,2021-10-20,19,11589
nation,Scotland,S92000003,2021-10-19,14,11570
nation,Scotland,S92000003,2021-10-18,16,11556
nation,Scotland,S92000003,2021-10-17,16,11540
nation,Scotland,S92000003,2021-10-16,21,11524
nation,Scotland,S92000003,2021-10-15,14,11503
nation,Scotland,S92000003,2021-10-14,21,11489
nation,Scotland,S92000003,2021-10-13,17,11468
nation,Scotland,S92000003,2021-10-12,20,11451
nation,Scotland,S92000003,2021-10-11,27,11431
nation,Scotland,S92000003,2021-10-10,17,11404
nation,Scotland,S92000003,2021-10-09,15,11387
nation,Scotland,S92000003,2021-10-08,13,11372
